2019-07-15 17:49:18,360 charges_calc.py:128 DEBUG logger set up with level 3
2019-07-15 17:49:18,366 charges_calc.py:130 DEBUG data gathered from JSON file source.json
2019-07-15 17:49:18,370 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT001
2019-07-15 17:49:18,378 charges_calc.py:61  DEBUG total price for RNT025 is 16718
2019-07-15 17:49:18,379 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT026
2019-07-15 17:49:18,379 charges_calc.py:61  DEBUG total price for RNT026 is 16920
2019-07-15 17:49:18,379 charges_calc.py:61  DEBUG total price for RNT027 is 3456
2019-07-15 17:49:18,379 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT028
2019-07-15 17:49:18,379 charges_calc.py:61  DEBUG total price for RNT028 is 7242
2019-07-15 17:49:18,379 charges_calc.py:61  DEBUG total price for RNT029 is 6050
2019-07-15 17:49:18,380 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT030
2019-07-15 17:49:18,380 charges_calc.py:61  DEBUG total price for RNT030 is 2294
2019-07-15 17:49:18,381 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT031
2019-07-15 17:49:18,381 charges_calc.py:61  DEBUG total price for RNT031 is 9990
2019-07-15 17:49:18,381 charges_calc.py:61  DEBUG total price for RNT032 is 544
2019-07-15 17:49:18,381 charges_calc.py:61  DEBUG total price for RNT033 is 408
2019-07-15 17:49:18,381 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT034
2019-07-15 17:49:18,381 charges_calc.py:61  DEBUG total price for RNT034 is 20016
2019-07-15 17:49:18,382 charges_calc.py:61  DEBUG total price for RNT035 is 8300
2019-07-15 17:49:18,382 charges_calc.py:61  DEBUG total price for RNT036 is 1190
2019-07-15 17:49:18,382 charges_calc.py:61  DEBUG total price for RNT037 is 1239
2019-07-15 17:49:18,382 charges_calc.py:61  DEBUG total price for RNT038 is 2304
2019-07-15 17:49:18,382 charges_calc.py:61  DEBUG total price for RNT039 is 0
2019-07-15 17:49:18,382 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT040
2019-07-15 17:49:18,383 charges_calc.py:61  DEBUG total price for RNT040 is 7728
2019-07-15 17:49:18,383 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT041
2019-07-15 17:49:18,383 charges_calc.py:61  DEBUG total price for RNT041 is 4564
2019-07-15 17:49:18,383 charges_calc.py:61  DEBUG total price for RNT042 is 924
2019-07-15 17:49:18,383 charges_calc.py:61  DEBUG total price for RNT043 is 12204
2019-07-15 17:49:18,383 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT044
2019-07-15 17:49:18,384 charges_calc.py:61  DEBUG total price for RNT044 is 9360
2019-07-15 17:49:18,384 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT045
2019-07-15 17:49:18,384 charges_calc.py:61  DEBUG total price for RNT045 is 1221
2019-07-15 17:49:18,384 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT046
2019-07-15 17:49:18,384 charges_calc.py:61  DEBUG total price for RNT046 is 9520
2019-07-15 17:49:18,384 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT047
2019-07-15 17:49:18,384 charges_calc.py:61  DEBUG total price for RNT047 is 9240
2019-07-15 17:49:18,385 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT048
2019-07-15 17:49:18,385 charges_calc.py:61  DEBUG total price for RNT048 is 11232
2019-07-15 17:49:18,385 charges_calc.py:61  DEBUG total price for RNT049 is 896
2019-07-15 17:49:18,385 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT050
2019-07-15 17:49:18,385 charges_calc.py:61  DEBUG total price for RNT050 is 17816
2019-07-15 17:49:18,385 charges_calc.py:61  DEBUG total price for RNT051 is 17061
2019-07-15 17:49:18,386 charges_calc.py:61  DEBUG total price for RNT052 is 1206
2019-07-15 17:49:18,386 charges_calc.py:61  DEBUG total price for RNT053 is 2820
2019-07-15 17:49:18,386 charges_calc.py:61  DEBUG total price for RNT054 is 2130
2019-07-15 17:49:18,386 charges_calc.py:61  DEBUG total price for RNT055 is 7326
2019-07-15 17:49:18,386 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT056
2019-07-15 17:49:18,386 charges_calc.py:61  DEBUG total price for RNT056 is 31000
2019-07-15 17:49:18,387 charges_calc.py:61  DEBUG total price for RNT057 is 8257
2019-07-15 17:49:18,387 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT058
2019-07-15 17:49:18,387 charges_calc.py:61  DEBUG total price for RNT058 is 4760
2019-07-15 17:49:18,387 charges_calc.py:61  DEBUG total price for RNT059 is 1393
2019-07-15 17:49:18,387 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT060
2019-07-15 17:49:18,387 charges_calc.py:61  DEBUG total price for RNT060 is 812
2019-07-15 17:49:18,388 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT061
2019-07-15 17:49:18,388 charges_calc.py:61  DEBUG total price for RNT061 is 8376
2019-07-15 17:49:18,388 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT062
2019-07-15 17:49:18,388 charges_calc.py:61  DEBUG total price for RNT062 is 996
2019-07-15 17:49:18,388 charges_calc.py:61  DEBUG total price for RNT063 is 17220
2019-07-15 17:49:18,388 charges_calc.py:61  DEBUG total price for RNT064 is 2852
2019-07-15 17:49:18,389 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT065
2019-07-15 17:49:18,389 charges_calc.py:61  DEBUG total price for RNT065 is 7348
2019-07-15 17:49:18,390 charges_calc.py:61  DEBUG total price for RNT066 is 24297
2019-07-15 17:49:18,390 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT067
2019-07-15 17:49:18,390 charges_calc.py:61  DEBUG total price for RNT067 is 2852
2019-07-15 17:49:18,390 charges_calc.py:61  DEBUG total price for RNT068 is 2014
2019-07-15 17:49:18,391 charges_calc.py:61  DEBUG total price for RNT069 is 3213
2019-07-15 17:49:18,391 charges_calc.py:61  DEBUG total price for RNT070 is 4706
2019-07-15 17:49:18,391 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT071
2019-07-15 17:49:18,391 charges_calc.py:61  DEBUG total price for RNT071 is 798
2019-07-15 17:49:18,391 charges_calc.py:61  DEBUG total price for RNT072 is 19872
2019-07-15 17:49:18,391 charges_calc.py:61  DEBUG total price for RNT073 is 3634
2019-07-15 17:49:18,392 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT074
2019-07-15 17:49:18,392 charges_calc.py:61  DEBUG total price for RNT074 is 1254
2019-07-15 17:49:18,392 charges_calc.py:61  DEBUG total price for RNT075 is 23300
2019-07-15 17:49:18,392 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT076
2019-07-15 17:49:18,392 charges_calc.py:61  DEBUG total price for RNT076 is 15100
2019-07-15 17:49:18,393 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT077
2019-07-15 17:49:18,393 charges_calc.py:61  DEBUG total price for RNT077 is 8876
2019-07-15 17:49:18,393 charges_calc.py:61  DEBUG total price for RNT078 is 4186
2019-07-15 17:49:18,393 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT079
2019-07-15 17:49:18,393 charges_calc.py:61  DEBUG total price for RNT079 is 6384
2019-07-15 17:49:18,393 charges_calc.py:61  DEBUG total price for RNT080 is 6195
2019-07-15 17:49:18,394 charges_calc.py:61  DEBUG total price for RNT081 is 5168
2019-07-15 17:49:18,394 charges_calc.py:61  DEBUG total price for RNT082 is 9816
2019-07-15 17:49:18,394 charges_calc.py:61  DEBUG total price for RNT083 is 2550
2019-07-15 17:49:18,394 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT084
2019-07-15 17:49:18,394 charges_calc.py:61  DEBUG total price for RNT084 is 6064
2019-07-15 17:49:18,394 charges_calc.py:61  DEBUG total price for RNT085 is 567
2019-07-15 17:49:18,395 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT086
2019-07-15 17:49:18,395 charges_calc.py:61  DEBUG total price for RNT086 is 10320
2019-07-15 17:49:18,395 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT087
2019-07-15 17:49:18,395 charges_calc.py:61  DEBUG total price for RNT087 is 1961
2019-07-15 17:49:18,395 charges_calc.py:61  DEBUG total price for RNT088 is 5220
2019-07-15 17:49:18,395 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT089
2019-07-15 17:49:18,395 charges_calc.py:61  DEBUG total price for RNT089 is 1640
2019-07-15 17:49:18,397 charges_calc.py:61  DEBUG total price for RNT090 is 5820
2019-07-15 17:49:18,397 charges_calc.py:61  DEBUG total price for RNT091 is 600
2019-07-15 17:49:18,397 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT092
2019-07-15 17:49:18,397 charges_calc.py:61  DEBUG total price for RNT092 is 5238
2019-07-15 17:49:18,398 charges_calc.py:61  DEBUG total price for RNT093 is 31713
2019-07-15 17:49:18,398 charges_calc.py:61  DEBUG total price for RNT094 is 38
2019-07-15 17:49:18,398 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT095
2019-07-15 17:49:18,398 charges_calc.py:61  DEBUG total price for RNT095 is 2268
2019-07-15 17:49:18,398 charges_calc.py:61  DEBUG total price for RNT096 is 1848
2019-07-15 17:49:18,398 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT097
2019-07-15 17:49:18,399 charges_calc.py:61  DEBUG total price for RNT097 is 3915
2019-07-15 17:49:18,399 charges_calc.py:61  DEBUG total price for RNT098 is 7201
2019-07-15 17:49:18,399 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT099
2019-07-15 17:49:18,399 charges_calc.py:61  DEBUG total price for RNT099 is 13734
2019-07-15 17:49:18,399 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT100
2019-07-15 17:49:18,399 charges_calc.py:61  DEBUG total price for RNT100 is 7560
2019-07-15 17:49:18,400 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT101
2019-07-15 17:49:18,400 charges_calc.py:61  DEBUG total price for RNT101 is 3951
2019-07-15 17:49:18,400 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT102
2019-07-15 17:49:18,400 charges_calc.py:61  DEBUG total price for RNT102 is 7514
2019-07-15 17:49:18,401 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT103
2019-07-15 17:49:18,401 charges_calc.py:61  DEBUG total price for RNT103 is 6820
2019-07-15 17:49:18,401 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT104
2019-07-15 17:49:18,401 charges_calc.py:61  DEBUG total price for RNT104 is 14787
2019-07-15 17:49:18,402 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT105
2019-07-15 17:49:18,402 charges_calc.py:61  DEBUG total price for RNT105 is 21696
2019-07-15 17:49:18,402 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT106
2019-07-15 17:49:18,402 charges_calc.py:61  DEBUG total price for RNT106 is 2520
2019-07-15 17:49:18,403 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT107
2019-07-15 17:49:18,403 charges_calc.py:61  DEBUG total price for RNT107 is 3960
2019-07-15 17:49:18,403 charges_calc.py:61  DEBUG total price for RNT108 is 7358
2019-07-15 17:49:18,404 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT109
2019-07-15 17:49:18,404 charges_calc.py:61  DEBUG total price for RNT109 is 15990
2019-07-15 17:49:18,404 charges_calc.py:61  DEBUG total price for RNT110 is 20691
2019-07-15 17:49:18,404 charges_calc.py:61  DEBUG total price for RNT111 is 2160
2019-07-15 17:49:18,405 charges_calc.py:61  DEBUG total price for RNT112 is 1040
2019-07-15 17:49:18,405 charges_calc.py:61  DEBUG total price for RNT113 is 108
2019-07-15 17:49:18,405 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT114
2019-07-15 17:49:18,405 charges_calc.py:61  DEBUG total price for RNT114 is 7196
2019-07-15 17:49:18,406 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT115
2019-07-15 17:49:18,406 charges_calc.py:61  DEBUG total price for RNT115 is 6624
2019-07-15 17:49:18,406 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT116
2019-07-15 17:49:18,406 charges_calc.py:61  DEBUG total price for RNT116 is 2024
2019-07-15 17:49:18,406 charges_calc.py:61  DEBUG total price for RNT117 is 5626
2019-07-15 17:49:18,407 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT118
2019-07-15 17:49:18,407 charges_calc.py:61  DEBUG total price for RNT118 is 9522
2019-07-15 17:49:18,407 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT119
2019-07-15 17:49:18,407 charges_calc.py:61  DEBUG total price for RNT119 is 5964
2019-07-15 17:49:18,407 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT120
2019-07-15 17:49:18,407 charges_calc.py:61  DEBUG total price for RNT120 is 930
2019-07-15 17:49:18,407 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT121
2019-07-15 17:49:18,407 charges_calc.py:61  DEBUG total price for RNT121 is 7073
2019-07-15 17:49:18,407 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT122
2019-07-15 17:49:18,408 charges_calc.py:61  DEBUG total price for RNT122 is 9728
2019-07-15 17:49:18,409 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT123
2019-07-15 17:49:18,409 charges_calc.py:61  DEBUG total price for RNT123 is 2860
2019-07-15 17:49:18,409 charges_calc.py:61  DEBUG total price for RNT124 is 1397
2019-07-15 17:49:18,409 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT125
2019-07-15 17:49:18,409 charges_calc.py:61  DEBUG total price for RNT125 is 3726
2019-07-15 17:49:18,409 charges_calc.py:61  DEBUG total price for RNT126 is 5440
2019-07-15 17:49:18,410 charges_calc.py:61  DEBUG total price for RNT127 is 33891
2019-07-15 17:49:18,410 charges_calc.py:61  DEBUG total price for RNT128 is 7047
2019-07-15 17:49:18,410 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT129
2019-07-15 17:49:18,410 charges_calc.py:61  DEBUG total price for RNT129 is 1824
2019-07-15 17:49:18,410 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT130
2019-07-15 17:49:18,410 charges_calc.py:61  DEBUG total price for RNT130 is 2720
2019-07-15 17:49:18,411 charges_calc.py:61  DEBUG total price for RNT131 is 2466
2019-07-15 17:49:18,411 charges_calc.py:61  DEBUG total price for RNT132 is 10880
2019-07-15 17:49:18,411 charges_calc.py:61  DEBUG total price for RNT133 is 11153
2019-07-15 17:49:18,411 charges_calc.py:61  DEBUG total price for RNT134 is 8399
2019-07-15 17:49:18,411 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT135
2019-07-15 17:49:18,412 charges_calc.py:61  DEBUG total price for RNT135 is 693
2019-07-15 17:49:18,412 charges_calc.py:61  DEBUG total price for RNT136 is 635
2019-07-15 17:49:18,412 charges_calc.py:61  DEBUG total price for RNT137 is 1545
2019-07-15 17:49:18,412 charges_calc.py:61  DEBUG total price for RNT138 is 7744
2019-07-15 17:49:18,412 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT139
2019-07-15 17:49:18,412 charges_calc.py:61  DEBUG total price for RNT139 is 3105
2019-07-15 17:49:18,413 charges_calc.py:61  DEBUG total price for RNT140 is 518
2019-07-15 17:49:18,413 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT141
2019-07-15 17:49:18,413 charges_calc.py:61  DEBUG total price for RNT141 is 6384
2019-07-15 17:49:18,413 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT142
2019-07-15 17:49:18,414 charges_calc.py:61  DEBUG total price for RNT142 is 3152
2019-07-15 17:49:18,414 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT143
2019-07-15 17:49:18,414 charges_calc.py:61  DEBUG total price for RNT143 is 41028
2019-07-15 17:49:18,415 charges_calc.py:61  DEBUG total price for RNT144 is 25935
2019-07-15 17:49:18,415 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT145
2019-07-15 17:49:18,415 charges_calc.py:61  DEBUG total price for RNT145 is 23033
2019-07-15 17:49:18,415 charges_calc.py:61  DEBUG total price for RNT146 is 18886
2019-07-15 17:49:18,416 charges_calc.py:61  DEBUG total price for RNT147 is 2035
2019-07-15 17:49:18,416 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT148
2019-07-15 17:49:18,416 charges_calc.py:61  DEBUG total price for RNT148 is 429
2019-07-15 17:49:18,417 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT149
2019-07-15 17:49:18,417 charges_calc.py:61  DEBUG total price for RNT149 is 13900
2019-07-15 17:49:18,417 charges_calc.py:61  DEBUG total price for RNT150 is 4216
2019-07-15 17:49:18,417 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT151
2019-07-15 17:49:18,418 charges_calc.py:61  DEBUG total price for RNT151 is 18125
2019-07-15 17:49:18,418 charges_calc.py:61  DEBUG total price for RNT152 is 0
2019-07-15 17:49:18,418 charges_calc.py:61  DEBUG total price for RNT153 is 2115
2019-07-15 17:49:18,419 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT154
2019-07-15 17:49:18,419 charges_calc.py:61  DEBUG total price for RNT154 is 6720
2019-07-15 17:49:18,419 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT155
2019-07-15 17:49:18,419 charges_calc.py:61  DEBUG total price for RNT155 is 3784
2019-07-15 17:49:18,419 charges_calc.py:61  DEBUG total price for RNT156 is 1845
2019-07-15 17:49:18,420 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT157
2019-07-15 17:49:18,420 charges_calc.py:61  DEBUG total price for RNT157 is 18656
2019-07-15 17:49:18,420 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT158
2019-07-15 17:49:18,420 charges_calc.py:61  DEBUG total price for RNT158 is 10272
2019-07-15 17:49:18,420 charges_calc.py:61  DEBUG total price for RNT159 is 20720
2019-07-15 17:49:18,420 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT160
2019-07-15 17:49:18,421 charges_calc.py:61  DEBUG total price for RNT160 is 780
2019-07-15 17:49:18,421 charges_calc.py:61  DEBUG total price for RNT161 is 3402
2019-07-15 17:49:18,421 charges_calc.py:61  DEBUG total price for RNT162 is 9768
2019-07-15 17:49:18,421 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT163
2019-07-15 17:49:18,421 charges_calc.py:61  DEBUG total price for RNT163 is 2328
2019-07-15 17:49:18,422 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT164
2019-07-15 17:49:18,422 charges_calc.py:61  DEBUG total price for RNT164 is 5460
2019-07-15 17:49:18,422 charges_calc.py:61  DEBUG total price for RNT165 is 5616
2019-07-15 17:49:18,422 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT166
2019-07-15 17:49:18,422 charges_calc.py:61  DEBUG total price for RNT166 is 29193
2019-07-15 17:49:18,422 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT167
2019-07-15 17:49:18,423 charges_calc.py:61  DEBUG total price for RNT167 is 1458
2019-07-15 17:49:18,423 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT168
2019-07-15 17:49:18,423 charges_calc.py:61  DEBUG total price for RNT168 is 5577
2019-07-15 17:49:18,423 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT169
2019-07-15 17:49:18,423 charges_calc.py:61  DEBUG total price for RNT169 is 15092
2019-07-15 17:49:18,423 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT170
2019-07-15 17:49:18,423 charges_calc.py:61  DEBUG total price for RNT170 is 9195
2019-07-15 17:49:18,425 charges_calc.py:61  DEBUG total price for RNT171 is 11448
2019-07-15 17:49:18,425 charges_calc.py:61  DEBUG total price for RNT172 is 390
2019-07-15 17:49:18,425 charges_calc.py:61  DEBUG total price for RNT173 is 5736
2019-07-15 17:49:18,425 charges_calc.py:61  DEBUG total price for RNT174 is 8272
2019-07-15 17:49:18,426 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT175
2019-07-15 17:49:18,426 charges_calc.py:61  DEBUG total price for RNT175 is 2418
2019-07-15 17:49:18,426 charges_calc.py:61  DEBUG total price for RNT176 is 984
2019-07-15 17:49:18,426 charges_calc.py:61  DEBUG total price for RNT177 is 14912
2019-07-15 17:49:18,426 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT178
2019-07-15 17:49:18,426 charges_calc.py:61  DEBUG total price for RNT178 is 4640
2019-07-15 17:49:18,427 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT179
2019-07-15 17:49:18,427 charges_calc.py:61  DEBUG total price for RNT179 is 60
2019-07-15 17:49:18,427 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT180
2019-07-15 17:49:18,427 charges_calc.py:61  DEBUG total price for RNT180 is 22734
2019-07-15 17:49:18,427 charges_calc.py:61  DEBUG total price for RNT181 is 4000
2019-07-15 17:49:18,427 charges_calc.py:61  DEBUG total price for RNT182 is 5175
2019-07-15 17:49:18,427 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT183
2019-07-15 17:49:18,428 charges_calc.py:61  DEBUG total price for RNT183 is 1272
2019-07-15 17:49:18,428 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT184
2019-07-15 17:49:18,428 charges_calc.py:61  DEBUG total price for RNT184 is 2650
2019-07-15 17:49:18,428 charges_calc.py:61  DEBUG total price for RNT185 is 13895
2019-07-15 17:49:18,428 charges_calc.py:61  DEBUG total price for RNT186 is 2301
2019-07-15 17:49:18,429 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT187
2019-07-15 17:49:18,429 charges_calc.py:61  DEBUG total price for RNT187 is 6330
2019-07-15 17:49:18,429 charges_calc.py:61  DEBUG total price for RNT188 is 7840
2019-07-15 17:49:18,429 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT189
2019-07-15 17:49:18,429 charges_calc.py:61  DEBUG total price for RNT189 is 1710
2019-07-15 17:49:18,429 charges_calc.py:61  DEBUG total price for RNT190 is 1275
2019-07-15 17:49:18,430 charges_calc.py:61  DEBUG total price for RNT191 is 30192
2019-07-15 17:49:18,430 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT192
2019-07-15 17:49:18,430 charges_calc.py:61  DEBUG total price for RNT192 is 310
2019-07-15 17:49:18,430 charges_calc.py:61  DEBUG total price for RNT193 is 4356
2019-07-15 17:49:18,430 charges_calc.py:61  DEBUG total price for RNT194 is 6720
2019-07-15 17:49:18,430 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT195
2019-07-15 17:49:18,431 charges_calc.py:61  DEBUG total price for RNT195 is 14433
2019-07-15 17:49:18,432 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT196
2019-07-15 17:49:18,432 charges_calc.py:61  DEBUG total price for RNT196 is 17233
2019-07-15 17:49:18,432 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT197
2019-07-15 17:49:18,432 charges_calc.py:61  DEBUG total price for RNT197 is 3564
2019-07-15 17:49:18,432 charges_calc.py:61  DEBUG total price for RNT198 is 11060
2019-07-15 17:49:18,433 charges_calc.py:61  DEBUG total price for RNT199 is 2139
2019-07-15 17:49:18,433 charges_calc.py:61  DEBUG total price for RNT200 is 936
2019-07-15 17:49:18,433 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT201
2019-07-15 17:49:18,433 charges_calc.py:61  DEBUG total price for RNT201 is 6630
2019-07-15 17:49:18,433 charges_calc.py:52  DEBUG total days is negative, switching rental start and end for RNT202
